Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2010-01-04,6.440329074859619,17.949798583984375,86.0264663696289,6.455074869511291,18.00644250353385,86.07200927859594,6.391276606351315,17.90574246887681,84.64494214824107,6.422874795146723,17.98756079687099,85.29775086957646,493729600,13870400,118944600
2010-01-05,6.451465606689453,17.732662200927734,86.25418090820312,6.4878788893442865,17.93406345980063,86.29213719066841,6.417459465133687,17.666578031836448,85.66209996616449,6.458086349642286,17.890006146634065,85.97332526669616,601904800,23172400,111579900
2010-01-06,6.348846435546875,17.72637176513672,86.31488800048828,6.477045280657176,17.760986429247502,86.52742923230493,6.342225692663006,17.61623026880141,86.10234676867164,6.451465539489639,17.732664467382904,86.17066111119232,552160000,19264600,116074400
2010-01-07,6.337110996246338,17.68231773376465,86.67926025390625,6.3798444920330555,17.73896166802486,86.78553088418276,6.291067931697854,17.54385545026158,85.91258860006997,6.372320918515503,17.72637506075325,86.15549372517557,477131200,13234600,131091100
2010-01-08,6.379242897033691,17.35504150390625,86.96773529052734,6.379845184773472,17.509237932324393,87.00569158083523,6.2913703613581,17.229165839514895,86.27697597919473,6.32868568288504,17.45259400339221,86.45156101545072,447610800,28712400,126402800
2010-01-11,6.322967052459717,17.707496643066406,87.0891342163086,6.409937140135302,17.764140587863306,87.39276117627875,6.273011334454215,17.244904827371606,86.71718134511298,6.403918282112247,17.355046364672084,87.354810701939,462229600,28642400,106375700
2010-01-12,6.251040458679199,17.899452209472656,86.27694702148438,6.3127329296572,17.93721443004447,86.6944371181622,6.211919099700183,17.641408168093133,85.94295031109023,6.295277845304952,17.65084842312625,86.51225972672668,594459600,23269800,163333500
2010-01-13,6.3392157554626465,17.946657180786133,87.00564575195312,6.347642155354666,18.07253286744924,87.24855082455346,6.1421034098672385,17.839663207254347,86.0567969072153,6.255556454799051,17.893160794239996,86.4970583697752,605892000,15157400,161822000
2010-01-14,6.302501678466797,17.97812271118164,87.24097442626953,6.33349838931188,18.015884928620824,87.40038036648855,6.2901634237727,17.864834858424835,86.8538424049863,6.322965791664653,17.94980074799244,86.90697771839264,432894000,12392600,115718800
2010-01-15,6.197176933288574,17.713787078857422,86.26176452636719,6.367807986235524,18.047355576843692,87.17265729948926,6.195371275414667,17.63511508209622,85.9277678069421,6.3476448066435625,17.921481102289416,87.089163910948,594067600,27460800,212283100
2010-01-19,6.471327781677246,17.754690170288086,87.33968353271484,6.475841925122603,17.776719426982936,87.39281886491594,6.236598349412447,17.59734622535279,86.22383576517484,6.26939991973662,17.691753552665194,86.24661301438977,730007600,14615400,139172700
2010-01-20,6.37171745300293,17.46517562866211,86.45156860351562,6.486674406258934,17.745247622348813,86.87665129395393,6.304608403474319,17.399091468442773,85.76080923155338,6.467414465836276,17.67286956109351,86.74760916168763,612152800,18810200,216490200
2010-01-21,6.261574745178223,17.10958480834961,84.78916931152344,6.419265602042172,17.490358169181068,86.74000319879727,6.2356944607414775,17.052940877000776,84.6828986555098,6.382250832690952,17.480916713663362,86.47432655876317,608154400,27396800,344859600
2010-01-22,5.951009750366211,17.068674087524414,82.89903259277344,6.244422252842924,17.263780270700575,84.8195018998227,5.933254922521883,16.98685455234656,82.80794101065162,6.222755167225841,17.10328875193436,84.40959846724596,881767600,23551400,345942400
2010-01-25,6.111107349395752,17.10329246520996,83.32413482666016,6.16015943254039,17.163083953999468,83.8099509219102,6.024437807372042,16.95538992025155,83.05087159809824,6.0942549496076115,17.14734979395361,83.65813158235842,1065699600,16853200,186937500
2010-01-26,6.197474956512451,17.037206649780273,82.97498321533203,6.431302317713258,17.15049451202172,83.8555182674132,6.096360573968853,16.952240753099186,82.77003428635028,6.197775899349655,17.015178587726584,82.99775467507251,1867110000,15515000,211168800
2010-01-27,6.255856513977051,17.153642654418945,83.36968994140625,6.337108667348443,17.20084633542746,83.55945978696641,6.004574474146093,16.898746138203492,82.23107086804528,6.224859804269056,16.99315229978105,82.8686947692957,1722568400,20414800,271863600
2010-01-28,5.997353553771973,17.0498046875,82.41325378417969,6.184235074027143,17.257498826089385,83.68850746288584,5.9795987265158175,17.034070519511726,81.91226437003608,6.167082132562241,17.21658902896782,83.64296455014092,1173502400,20905200,316104000
2010-01-29,5.779778003692627,17.07181739807129,81.51750183105469,6.0849273190150095,17.288951601944024,83.34688519128763,5.725308536102779,16.961677120839976,81.38845977753911,6.051222512808129,17.131607662791293,82.76998346967588,1245952400,22146800,310677600
2010-02-01,5.86012601852417,17.112730026245117,82.78518676757812,5.898344957536001,17.169373949868007,82.79277918216138,5.756905029982434,16.99314827632578,81.60102491047039,5.789105111892288,17.1536385929645,82.09442761470378,749876400,14517600,187865000
2010-02-02,5.894130706787109,17.323564529418945,83.78718566894531,5.907974075653729,17.373914533410858,83.94659165480182,5.819498900991906,17.040346207128973,82.64856652027048,5.895635822587143,17.159926716335526,82.93702041104397,698342400,16888600,216327900
2010-02-03,5.995547771453857,17.266925811767578,83.36968994140625,6.0247388299284275,17.295247772548223,83.8630926981259,5.850797456017155,17.15993187108949,83.12678477074189,5.873367770925905,17.28265996765924,83.40764043572864,615328000,15899400,172730700
2010-02-04,5.779476165771484,16.81377601623535,80.79639434814453,5.969667242555499,17.207135924531258,82.76240675585429,5.7650309076728465,16.804335762576784,80.78120952054843,5.920313414304272,17.166226157945516,82.72445626949377,757652000,21342800,356715700
2010-02-05,5.882094383239746,16.706783294677734,80.96338653564453,5.898345298354097,16.813777245574652,81.1303790872753,5.74336293336589,16.530557610718326,79.38450048219923,5.7969299610829745,16.75398696730021,80.88747398607713,850306800,29285000,493585800
2010-02-08,5.841770172119141,16.568321228027344,80.37889862060547,5.954922299400204,16.763427423028144,81.47197455712808,5.838158857075349,16.543145615542453,80.31817089272869,5.889017407022831,16.763427423028144,81.02411480318038,478270800,16721200,224166900
2010-02-09,5.904063701629639,16.996294021606445,81.38846588134766,5.943486015810012,17.301541687978148,82.09440970941792,5.86072872799017,16.7948939449881,80.66733722742276,5.910984986476872,16.895593983297275,81.32014574763029,632886800,31495000,337820500
2010-02-10,5.871860980987549,16.92706871032715,81.22905731201172,5.9164001110762685,17.181965235632017,81.67691120779412,5.845980705236545,16.731961275611415,80.54588495366107,5.895032771691707,17.181965235632017,81.25942117141774,370361600,18717600,240511500
2010-02-11,5.978695869445801,17.0623836517334,82.0792236328125,6.011197302410529,17.096999523616237,82.1703152126095,5.8399644002403965,16.763429813264594,80.65215696387767,5.86464131743013,16.867276228473663,81.12278810585762,550345600,26327200,223591600
2010-02-12,6.030155658721924,16.986860275268555,82.01094055175781,6.068073658294349,17.11902987645371,82.05648346335896,5.8832987465475535,16.873572388664027,80.8495499753982,5.961842829839377,16.967978560687932,81.21390485083995,655468800,24640000,304622100
2010-02-16,6.12103796005249,17.251188278198242,83.30136108398438,6.1297649012161175,17.251188278198242,83.38486027061393,6.064461907644149,16.971116276670003,81.84393021223924,6.077101105995172,17.153634610067733,82.6333733822634,543737600,19339400,159317500
2010-02-17,6.095459461212158,17.411691665649414,83.69609832763672,6.148423804805962,17.480922225451543,83.80996139870527,6.044600512554113,17.232318359528254,83.30137378677459,6.144812489981041,17.248053723539392,83.70368495207596,436396800,17064600,168845100
2010-02-18,6.106891632080078,17.594205856323242,84.18948364257812,6.13578173537636,17.597352208098467,84.36406862952397,6.046403342428156,17.35504350690438,83.5290826004367,6.067769474898101,17.35504350690438,83.55944646584362,422825200,17264600,193708600
2010-02-19,6.068975448608398,17.53441619873047,84.3640365600586,6.115018901171212,17.59106013623415,84.69044074996239,6.052123050765193,17.36448438621942,83.77195588798031,6.0746937645634915,17.55959061515461,83.96931804244406,415469600,18944800,222684900
2010-02-22,6.031357765197754,17.427417755126953,84.3792495727539,6.093952666207925,17.578467816222716,84.69806145787457,5.994343003817547,17.392801891043494,84.12875203816701,6.089137982893924,17.559586108421055,84.67529000769665,390563600,13487600,132346900
2010-02-23,5.9302449226379395,17.254335403442383,83.3544921875,6.058744727114363,17.49664399172092,84.40961190192543,5.8896188369192135,17.24174760132849,83.1343585058214,6.0187201253967535,17.436853732338264,84.15152773180822,575094800,14835600,207497000
2010-02-24,6.038580894470215,17.358190536499023,84.12113952636719,6.062053631168325,17.36448444073469,84.25777398610529,5.953716223438179,17.21028678805957,83.39242433820174,5.965452993580057,17.307840503053175,83.60496554416913,460566400,14470600,176350700
2010-02-25,6.078906536102295,16.716222763061523,84.0073013305664,6.104786817558812,16.860980125425908,84.0680290620167,5.9251283562312675,16.555732444481727,82.69409743801636,5.939874154055496,16.72251666581121,82.92181774398212,665126000,63648600,259634700
2010-02-26,6.157752990722656,16.590349197387695,84.0604476928711,6.174304449505536,16.706783403391054,84.34890155950374,6.07890795476254,16.43615157286492,83.58222977532388,6.0903433839128915,16.706783403391054,84.0832191473282,507460800,63095400,173589300
2010-03-01,6.289262294769287,16.763423919677734,84.93340301513672,6.304609579248749,16.794892228268083,85.01690222169552,6.182730515986428,16.612373877653827,84.38686485995798,6.191758401290746,16.74768976538256,84.40963631787095,550093600,39449800,147709700
2010-03-02,6.28504753112793,16.772871017456055,85.16869354248047,6.344632603980136,16.895599151660445,85.578597051733,6.25164327896818,16.72566853530641,85.01688000186043,6.317548151216819,16.79804663495414,85.29774142245438,566546400,24506200,160992400
2010-03-03,6.299491882324219,16.971113204956055,85.24462127685547,6.3157427958339145,17.030903454991616,85.75320309890232,6.257662434350281,16.735097354192273,85.03207417431452,6.2877559150418,16.772859554191644,85.38884242871991,372052800,26574200,150785000
2010-03-04,6.341022491455078,17.14105224609375,85.50269317626953,6.347342292449356,17.320424273453387,85.62414864592994,6.278427572700077,17.09384857555102,85.03965433299145,6.297989263284817,17.213430327270515,85.35846625387668,366041200,28983200,135770400
2010-03-05,6.588991641998291,17.213436126708984,86.72479248046875,6.611561949206277,17.292108137159723,86.79310682381725,6.458987170703332,17.1064421444784,85.85185030380292,6.468316397090312,17.21028857404477,86.056804916477,899620400,24238600,176118800
2010-03-08,6.592905044555664,17.13790512084961,86.739990234375,6.623299065916412,17.266927129711796,86.92976006193813,6.5679271907112815,17.093849000814604,86.58817668885071,6.620891924997233,17.219724658433964,86.73240361101966,429889600,18915600,114631200
2010-03-09,6.71147346496582,17.0498046875,86.88420867919922,6.771058537736468,17.17882678570795,87.28651974776882,6.55709341034256,16.977426554401887,86.43635470967908,6.5697326073252995,17.100154745326517,86.4818976106296,920259200,23070000,154556700
2010-03-10,6.766243934631348,17.056087493896484,87.27135467529297,6.785504276995123,17.109583870326723,87.50666742294247,6.716890914495598,17.00573746884008,86.8462720882317,6.735849912217083,17.074968003018082,86.92217886573323,596218000,21574800,186088800
2010-03-11,6.786105632781982,17.005329132080078,87.63568878173828,6.786105632781982,17.06243667910486,87.65846602178202,6.720502097923959,16.814971448840566,86.80070284421868,6.738257726756623,17.06243667910486,87.0663793982502,405700400,29130600,160791100
2010-03-12,6.819208145141602,16.92600440979004,87.64329528808594,6.853213477124388,17.05925568683934,88.03042735267654,6.793628408211384,16.897450651155477,87.40039014372458,6.842379536018168,17.03387403015795,88.01524252353902,416323600,22334400,162074800
2010-03-15,6.736151695251465,17.021196365356445,87.66608428955078,6.7861062055239385,17.081476026910632,87.72681203562652,6.628115207793797,16.932361714850714,86.9905040405789,6.782495694466113,17.046576829597473,87.49149925872881,493502800,23874000,146816800
2010-03-16,6.754508972167969,17.03705406188965,88.36439514160156,6.770458544717192,17.09098828821358,88.44788850923602,6.696127654389171,16.995809458647276,87.66603801300775,6.7463839153337695,17.068779934990257,87.90894307777103,446908000,22287800,168673000
2010-03-17,6.744577884674072,17.081470489501953,88.88815307617188,6.814695570352755,17.129060508640496,89.17660681343298,6.7189985421454095,17.00532670093318,88.37197910515627,6.768050626934482,17.075125072932515,88.63006898632077,450956800,26074400,177468100
2010-03-18,6.760526657104492,17.116369247436523,88.84262084960938,6.771059255407664,17.144923016152653,89.01720580397495,6.699135519066172,17.049744190520368,88.4858527368005,6.7439743980178415,17.10050631154188,88.89575615632681,342109600,23496200,196509100
2010-03-19,6.688300609588623,17.370176315307617,88.39293670654297,6.778280497322078,17.468528434249215,89.39904732350503,6.657604845952868,17.005322812706897,88.0499408823643,6.764738473190509,17.370176315307617,88.39293670654297,559445600,43610800,226641100
2010-03-22,6.76353645324707,17.303546905517578,88.86548614501953,6.8011539109842705,17.401897789376765,89.02555432674792,6.625105944519468,17.259130221160028,87.83651046557853,6.634736116559172,17.28768397685615,87.88986458776692,456419600,18127400,184477800
2010-03-23,6.87217378616333,17.5446720123291,89.49052429199219,6.884813386537162,17.557362843302023,89.56674365659802,6.743974535986026,17.262307679635036,88.70544797257415,6.790318933770984,17.357486491403424,88.99508969930704,602431200,19081200,182941600
2010-03-24,6.902568817138672,17.328933715820312,89.0560531616211,6.927546673963072,17.563709261161108,89.50575725545009,6.846594245991729,17.325761613028174,88.09567879238857,6.8505069051584115,17.51929256048525,89.15514355975444,597780400,17052600,196072600
2010-03-25,6.820713520050049,17.38604736328125,88.9112319946289,6.950718422822485,17.50660788627996,90.06978126505264,6.808675805834343,17.338458543075134,88.80452373874108,6.949213306752657,17.42094655759125,89.65818978584369,542284400,16638800,223396300
2010-03-26,6.948611736297607,17.33845329284668,88.85789489746094,6.980209528514633,17.439977530861707,89.4981445555001,6.877891375628969,17.29086327678647,88.50728115874927,6.889929088998696,17.382869995695206,89.07893513135491,640875200,16276800,205808500
2010-03-29,6.993451118469238,17.376523971557617,89.42190551757812,7.037989860139587,17.436803607562325,89.58196789687696,6.970279722599785,17.344796891872765,88.94171837968163,7.011809035536611,17.386041490330904,89.30757358517506,540744400,13853600,134513500
2010-03-30,7.097574234008789,17.408254623413086,89.48287963867188,7.146627515679935,17.465362172270193,89.81062806331013,7.049424182660503,17.32576661409986,89.10940076902101,7.120144545466245,17.41777335506572,89.52861008368447,527310000,13631600,145772500
2010-03-31,7.071996212005615,17.449493408203125,89.17800903320312,7.120447619759617,17.541500118455257,89.5743531813451,7.055746098103711,17.290861649946734,88.8807494683056,7.086742816704154,17.382868360198866,89.13989644686684,430659600,22922000,161078700
2010-04-01,7.1011857986450195,17.5446720123291,89.78777313232422,7.184243615579169,17.585916607858962,90.13076313955925,7.004284610428982,17.490737796090574,89.254226013647,7.144520766028681,17.56370825878848,89.78777313232422,603145200,14346000,161215200
2010-04-05,7.177022457122803,17.405075073242188,90.51948547363281,7.177624342886602,17.627159755975295,90.58045746626418,7.0650741158136245,17.3384500315015,89.87923012211101,7.071394318126411,17.627159755975295,90.13075921789329,684507600,19191800,105847600
2010-04-06,7.208621025085449,17.22423553466797,90.73289489746094,7.229686223136631,17.39873021588484,90.89295726904595,7.132183140602867,17.202027186709323,90.16124107815877,7.168295482680461,17.39873021588484,90.26032564671233,447017200,17604200,110384200
2010-04-07,7.240518569946289,17.07512664794922,90.21459197998047,7.28024221782921,17.227413028869268,90.97679704516099,7.182136467585722,16.992638645466737,89.79537686806592,7.208919976252761,17.227413028869268,90.5499640695121,628502000,24060800,184576300
2010-04-08,7.2209577560424805,17.05608558654785,90.52713775634766,7.26880645856024,17.06243100191314,90.67958233379453,7.16347888338209,16.954561361231704,89.63535878515603,7.2357035522805715,17.06243100191314,89.90212952673053,572989200,19466800,158704000
2010-04-09,7.276327610015869,17.319419860839844,91.12162017822266,7.279337840936559,17.32576527803072,91.15972694334974,7.236303431834676,17.084644265835838,90.54996636484651,7.265494475194244,17.10368051740846,90.71764659869967,334182800,20640600,133006500
2010-04-12,7.291378021240234,17.373355865478516,91.26641845703125,7.314850761411634,17.40508295467239,91.50270594421643,7.276932763543518,17.29403995789088,91.1292213343684,7.2886691336292175,17.338457882762306,91.23592956142147,333026400,16930400,110279000
2010-04-13,7.295590877532959,17.455839157104492,91.33507537841797,7.306726166168728,17.474875404153916,91.49513781617668,7.255867219949647,17.338451992627114,90.70244349453897,7.2784383383159215,17.34796951101968,91.17501294065927,306210800,15055000,125043600
2010-04-14,7.3936944007873535,17.433631896972656,92.37165832519531,7.39730571433966,17.468531080279035,92.37165832519531,7.344943275002367,17.33845307630531,91.5256100121777,7.3813561479430945,17.45901235102724,91.67042505884123,404076400,13865200,161609000
2010-04-15,7.4908976554870605,17.2147216796875,92.4478530883789,7.494207624777777,17.376526786632546,92.66126957628371,7.388278160861373,17.17347828481209,92.1887003422351,7.396403215364516,17.373353473017797,92.21918924267338,376784800,20351000,144615300
2010-04-16,7.445157527923584,17.43998146057129,90.97681427001953,7.55770776996145,17.49391569467898,92.4478705569431,7.359390804143051,17.186169598078518,90.51186862701708,7.480366644408584,17.20520585084487,92.12012208425554,750545600,35075600,366786700
